Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main
n03642806,620,1832,1,0
n03649909,621,864,4,0
n03649909,621,1050,2,1
n03649909,621,1067,5,0
n03649909,621,1415,3,0
n03649909,621,1464,1,0
n03657121,622,374,1,0
n03657121,622,785,4,0
n03657121,622,1028,3,0
n03657121,622,1209,5,0
n03657121,622,1555,2,0
n03658185,623,107,3,0
n03658185,623,507,1,0
n03658185,623,750,2,0
n03658185,623,1281,4,0
n03658185,623,1361,5,0
n03661043,624,1046,5,0
n03661043,624,1072,2,0
n03661043,624,1644,1,0
n03661043,624,1883,4,0
n03661043,624,1990,3,0
n03662601,625,76,4,0
n03662601,625,262,3,0
n03662601,625,1001,2,0
n03662601,625,1536,5,0
n03662601,625,1769,1,0
n03666591,626,380,1,0
n03666591,626,1009,5,1
n03666591,626,1287,3,1
n03666591,626,1642,4,1
n03666591,626,1986,2,1
n03670208,627,216,3,0
n03670208,627,691,1,0
n03670208,627,1515,5,0
n03670208,627,1869,2,0
n03670208,627,1963,4,0
n03673027,628,36,4,0
n03673027,628,277,5,0
n03673027,628,647,3,0
n03673027,628,1055,1,0
n03673027,628,1536,2,0
n03676483,629,233,2,0
n03676483,629,368,5,0
n03676483,629,799,4,0
n03676483,629,1019,3,0
n03676483,629,1966,1,0
n03680355,630,384,4,0
n03680355,630,648,2,0
n03680355,630,827,1,0
n03680355,630,1185,3,0
n03680355,630,1311,5,0
n03690938,631,375,1,0
n03690938,631,766,3,0
n03690938,631,799,4,0
n03690938,631,1019,5,0
n03690938,631,1966,2,0
n03691459,632,175,3,0
n03691459,632,489,1,0
n03691459,632,574,5,0
n03691459,632,1151,2,0
n03691459,632,1766,4,0
n03692522,633,650,4,0
n03692522,633,891,1,0
n03692522,633,970,5,0
n03692522,633,1405,2,0
n03692522,633,1555,3,0
n03697007,634,90,5,0
n03697007,634,265,4,0
n03697007,634,699,3,0
n03697007,634,1107,2,0
n03697007,634,1752,1,0
n03706229,635,418,5,0
n03706229,635,970,2,0
n03706229,635,1446,1,0
n03706229,635,1555,4,0
n03706229,635,1865,3,0
n03709823,636,373,5,0
n03709823,636,486,1,0
n03709823,636,1258,4,0
n03709823,636,1902,2,0
n03709823,636,1980,3,0
n03710193,637,124,1,0
n03710193,637,162,2,0
n03710193,637,619,4,0
n03710193,637,1320,5,0
n03710193,637,1843,3,0
n03710637,638,591,4,1
n03710637,638,1153,3,1
n03710637,638,1340,1,0
n03710637,638,1535,2,1
n03710637,638,1821,5,0
n03710721,639,234,5,0
n03710721,639,491,3,1
n03710721,639,1269,4,0
n03710721,639,1340,1,0
n03710721,639,1535,2,1
n03717622,640,1323,2,0
n03717622,640,1398,5,0
n03717622,640,1632,3,0
n03717622,640,1755,4,1
n03717622,640,1914,1,0
n03720891,641,266,3,0
n03720891,641,384,5,0
n03720891,641,507,2,0
n03720891,641,1397,1,0
n03720891,641,1699,4,0
n03721384,642,1149,3,0
n03721384,642,1244,1,0
n03721384,642,1274,5,1
n03721384,642,1359,2,0
n03721384,642,1932,4,1
n03724870,643,1047,1,0
n03724870,643,1202,3,0
n03724870,643,1409,4,0
n03724870,643,1863,2,0
n03724870,643,1937,5,0
n03729826,644,102,2,0
n03729826,644,507,3,0
n03729826,644,1642,5,1
n03729826,644,1824,1,0
n03729826,644,1986,4,1
n03733131,645,32,5,1
n03733131,645,755,1,1
n03733131,645,760,4,0
n03733131,645,1554,2,0
n03733131,645,1773,3,0
n03733281,646,478,5,0
n03733281,646,531,2,0
n03733281,646,1299,1,0
n03733281,646,1492,4,0
n03733281,646,1914,3,0
n03733805,647,1020,5,0
n03733805,647,1110,4,0
n03733805,647,1357,1,0
n03733805,647,1663,2,0
n03733805,647,1868,3,0
n03742115,648,592,5,0
n03742115,648,669,2,0
n03742115,648,1046,4,0
n03742115,648,1347,1,0
n03742115,648,1934,3,1
n03743016,649,137,1,0
n03743016,649,582,2,0
n03743016,649,632,4,0
n03743016,649,720,5,0
n03743016,649,1050,3,1
n03759954,650,1213,1,0
n03759954,650,1333,5,0
n03759954,650,1678,3,1
n03759954,650,1701,2,0
n03759954,650,1748,4,0
n03761084,651,9,2,0
n03761084,651,239,3,1
n03761084,651,1151,1,0
n03761084,651,1567,5,1
n03761084,651,1766,4,0
n03763968,652,16,2,0
n03763968,652,425,4,0
n03763968,652,515,5,0
n03763968,652,664,3,0
n03763968,652,1530,1,0
n03764736,653,288,1,0
n03764736,653,355,3,0
n03764736,653,676,5,0
n03764736,653,1020,2,0
n03764736,653,1048,4,0
n03769881,654,392,1,0
n03769881,654,585,3,0
n03769881,654,691,2,0
n03769881,654,1135,4,0
n03769881,654,1210,5,0
n03770439,655,276,4,1
n03770439,655,591,2,1
n03770439,655,1274,5,1
n03770439,655,1340,1,1
n03770439,655,1535,3,1
n03770679,656,691,1,0
n03770679,656,864,2,0
n03770679,656,1026,5,0
n03770679,656,1749,3,0
n03770679,656,1968,4,0
n03773504,657,961,3,1
n03773504,657,1318,4,0
n03773504,657,1481,1,0
n03773504,657,1606,2,0
n03773504,657,1615,5,0
n03775071,658,627,1,0
n03775071,658,1142,2,0
n03775071,658,1228,4,0
n03775071,658,1513,5,0
n03775071,658,1816,3,0
n03775546,659,98,2,0
n03775546,659,156,1,0
n03775546,659,473,4,0
n03775546,659,1020,5,0
n03775546,659,1854,3,0
n03776460,660,194,1,0
n03776460,660,451,2,1
n03776460,660,584,3,0
n03776460,660,1656,4,1
n03776460,660,1909,5,0
n03777568,661,241,5,0
n03777568,661,330,2,0
n03777568,661,348,4,0
n03777568,661,1067,1,0
n03777568,661,1409,3,0
n03777754,662,804,2,0
n03777754,662,1145,1,0
n03777754,662,1151,4,0
n03777754,662,1369,3,0
n03777754,662,1463,5,0
n03781244,663,208,1,0
n03781244,663,1070,2,0
n03781244,663,1512,5,0
n03781244,663,1577,3,0
n03781244,663,1974,4,0
n03782006,664,253,1,0
n03782006,664,951,3,1
n03782006,664,1670,4,1
n03782006,664,1832,2,0
n03782006,664,1848,5,0
n03785016,665,348,1,0
n03785016,665,757,2,0
n03785016,665,888,5,0
n03785016,665,1195,3,0
n03785016,665,1464,4,0
n03786901,666,156,2,0
n03786901,666,840,1,0
n03786901,666,898,4,0
n03786901,666,953,5,0
n03786901,666,1268,3,0
n03787032,667,200,2,0
n03787032,667,580,1,1
n03787032,667,609,3,0
n03787032,667,755,5,0
n03787032,667,1125,4,1
n03788195,668,208,1,0
n03788195,668,939,2,0
n03788195,668,1014,3,0
n03788195,668,1512,4,0
n03788195,668,1980,5,1
n03788365,669,477,5,0
n03788365,669,1528,1,0
n03788365,669,1562,3,1
n03788365,669,1612,2,1
n03788365,669,1725,4,0
n03791053,670,757,2,0
n03791053,670,888,3,0
n03791053,670,1195,4,0
n03791053,670,1415,5,0
n03791053,670,1464,1,0
n03792782,671,62,4,0
n03792782,671,101,5,0
n03792782,671,191,3,0
n03792782,671,348,1,0
n03792782,671,757,2,0
n03792972,672,150,3,1
n03792972,672,477,1,0
n03792972,672,649,4,0
n03792972,672,1239,5,1
n03792972,672,1959,2,1
n03793489,673,648,4,0
n03793489,673,1330,5,0
n03793489,673,1670,2,0
n03793489,673,1713,3,0
n03793489,673,1832,1,1
n03794056,674,197,2,0
n03794056,674,1156,1,0
n03794056,674,1193,5,0
n03794056,674,1369,4,1
n03794056,674,1690,3,0
n03796401,675,286,4,0
n03796401,675,1135,1,0
n03796401,675,1210,2,0
n03796401,675,1211,3,0
n03796401,675,1623,5,0
n03803284,676,637,2,0
n03803284,676,1311,5,0
n03803284,676,1634,4,1
n03803284,676,1729,3,0
n03803284,676,1897,1,0
n03804744,677,768,5,0
n03804744,677,1062,3,0
n03804744,677,1635,2,0
n03804744,677,1654,1,0
n03804744,677,1747,4,1
n03814639,678,334,5,0
n03814639,678,347,4,0
n03814639,678,637,2,0
n03814639,678,711,1,0
n03814639,678,1466,3,0
n03814906,679,1170,3,0
n03814906,679,1223,1,0
n03814906,679,1302,4,0
n03814906,679,1470,2,0
n03814906,679,1872,5,0
n03825788,680,75,1,0
n03825788,680,434,4,0
n03825788,680,624,5,0
n03825788,680,1206,3,0
n03825788,680,1357,2,0
n03832673,681,253,4,0
n03832673,681,325,2,0
n03832673,681,804,3,0
n03832673,681,1463,5,0
n03832673,681,1832,1,0
n03837869,682,137,1,0
n03837869,682,213,3,0
n03837869,682,305,2,0
n03837869,682,1102,4,0
n03837869,682,1382,5,0
n03838899,683,640,1,0
n03838899,683,1104,3,0
n03838899,683,1292,5,0
n03838899,683,1318,2,0
n03838899,683,1361,4,0
n03840681,684,543,4,0
n03840681,684,1437,2,0
n03840681,684,1822,1,0
n03840681,684,1920,5,0
n03840681,684,1957,3,0
n03841143,685,1204,5,0
n03841143,685,1233,2,0
n03841143,685,1446,1,0
n03841143,685,1505,4,0
n03841143,685,1952,3,0
n03843555,686,102,3,0
n03843555,686,174,5,0
n03843555,686,785,2,0
n03843555,686,1019,1,0
n03843555,686,1020,4,0
n03854065,687,208,1,0
n03854065,687,444,3,0
n03854065,687,594,2,0
n03854065,687,596,5,0
n03854065,687,933,4,0
n03857828,688,253,3,0
n03857828,688,657,2,0
n03857828,688,1151,5,0
n03857828,688,1511,1,0
n03857828,688,1653,4,0
n03866082,689,355,2,0
n03866082,689,406,3,0
n03866082,689,830,1,0
n03866082,689,1216,5,0
n03866082,689,1971,4,0
n03868242,690,503,2,0
n03868242,690,1208,4,0
n03868242,690,1501,5,0
n03868242,690,1526,1,0
n03868242,690,1633,3,0
n03868863,691,637,2,0
n03868863,691,1039,4,0
n03868863,691,1409,3,0
n03868863,691,1739,5,0
n03868863,691,1754,1,0
n03871628,692,84,3,0
n03871628,692,136,5,0
n03871628,692,836,2,0
n03871628,692,1400,4,0
n03871628,692,1443,1,0
n03873416,693,362,5,1
n03873416,693,435,4,1
n03873416,693,516,2,1
n03873416,693,1325,1,1
n03873416,693,1346,3,0
n03874293,694,76,4,0
n03874293,694,1130,5,0
n03874293,694,1233,1,0
n03874293,694,1546,3,0
n03874293,694,1729,2,0
n03874599,695,128,4,1
n03874599,695,1198,1,0
n03874599,695,1229,3,1
n03874599,695,1567,5,1
n03874599,695,1635,2,1
n03876231,696,117,5,0
n03876231,696,226,1,0
n03876231,696,751,2,0
n03876231,696,1318,3,0
n03876231,696,1966,4,0
n03877472,697,1150,2,0
n03877472,697,1355,3,0
n03877472,697,1472,4,1
n03877472,697,1653,1,0
n03877472,697,1935,5,0
n03877845,698,208,1,0
n03877845,698,1070,2,0
n03877845,698,1577,3,0
n03877845,698,1772,4,0
n03877845,698,1974,5,0
n03884397,699,102,4,0
n03884397,699,1007,3,0
n03884397,699,1244,1,0
n03884397,699,1374,2,0
n03884397,699,1695,5,0
n03887697,700,245,5,0
n03887697,700,1019,3,0
n03887697,700,1179,2,0
n03887697,700,1290,4,0
n03887697,700,1412,1,0
n03888257,701,370,5,0
n03888257,701,961,2,1
n03888257,701,1225,1,0
n03888257,701,1551,3,1
n03888257,701,1803,4,0
n03888605,702,132,3,0
n03888605,702,839,4,1
n03888605,702,1002,1,1
n03888605,702,1690,5,0
n03888605,702,1692,2,0
n03891251,703,647,3,0
n03891251,703,1394,5,0
n03891251,703,1523,1,0
n03891251,703,1633,2,0
n03891251,703,1963,4,0
n03891332,704,329,4,0
n03891332,704,438,3,0
n03891332,704,782,1,0
n03891332,704,946,2,0
n03891332,704,1458,5,0
n03895866,705,35,5,0
n03895866,705,56,1,1
n03895866,705,1134,4,0
n03895866,705,1527,3,0
n03895866,705,1877,2,0
n03899768,706,194,3,1
n03899768,706,451,1,1
n03899768,706,654,2,1
n03899768,706,1016,4,1
n03899768,706,1633,5,1
n03902125,707,779,4,0
n03902125,707,946,3,0
n03902125,707,1425,5,0
n03902125,707,1834,1,0
n03902125,707,1894,2,0
n03903868,708,137,3,0
n03903868,708,208,4,0
n03903868,708,496,2,0
n03903868,708,968,5,0
n03903868,708,1615,1,0
n03908618,709,24,2,0
n03908618,709,801,5,1
n03908618,709,1355,3,0
n03908618,709,1799,4,0
n03908618,709,1929,1,0
n03908714,710,543,5,0
n03908714,710,765,1,0
n03908714,710,1064,3,0
n03908714,710,1330,2,0
n03908714,710,1843,4,0
n03916031,711,799,4,0
n03916031,711,1350,5,0
n03916031,711,1357,1,0
n03916031,711,1682,3,0
n03916031,711,1966,2,0
n03920288,712,189,5,0
n03920288,712,434,3,0
n03920288,712,1110,4,0
n03920288,712,1357,2,0
n03920288,712,1806,1,0
n03924679,713,14,1,0
n03924679,713,105,3,0
n03924679,713,718,4,0
n03924679,713,1476,5,0
n03924679,713,1590,2,0
n03929660,714,782,4,0
n03929660,714,1077,5,0
n03929660,714,1305,3,0
n03929660,714,1346,1,0
n03929660,714,2001,2,0
n03929855,715,16,5,0
n03929855,715,77,3,0
n03929855,715,144,4,0
n03929855,715,498,1,0
n03929855,715,1530,2,0
n03930313,716,117,1,0
n03930313,716,595,4,1
n03930313,716,1295,5,0
n03930313,716,1706,2,0
n03930313,716,1722,3,0
n03930630,717,524,4,0
n03930630,717,691,1,0
n03930630,717,1067,3,0
n03930630,717,1515,2,0
n03930630,717,1656,5,0
n03933933,718,279,2,0
n03933933,718,421,4,1
n03933933,718,831,1,1
n03933933,718,1256,3,0
n03933933,718,1536,5,1
n03935335,719,357,3,0
n03935335,719,543,4,0
n03935335,719,770,2,0
n03935335,719,1175,1,0
n03935335,719,2002,5,0
n03937543,720,375,1,0
n03937543,720,701,3,0
n03937543,720,1019,4,0
n03937543,720,1218,2,0
n03937543,720,1741,5,0
n03938244,721,84,1,0
n03938244,721,1355,3,0
n03938244,721,1443,2,0
n03938244,721,1778,4,0
n03938244,721,1929,5,0
n03942813,722,352,2,1
n03942813,722,771,1,0
n03942813,722,789,5,1
n03942813,722,839,3,1
n03942813,722,1698,4,1
n03944341,723,526,1,0
n03944341,723,907,3,0
n03944341,723,1025,5,0
n03944341,723,1257,4,0
n03944341,723,1275,2,0
n03947888,724,89,1,0
n03947888,724,621,2,0
n03947888,724,1434,4,1
n03947888,724,1536,5,0
n03947888,724,1796,3,0
n03950228,725,355,3,0
n03950228,725,471,2,1
n03950228,725,1020,4,0
n03950228,725,1357,5,0
n03950228,725,1378,1,0
n03954731,726,221,3,0
n03954731,726,308,5,0
n03954731,726,678,2,0
n03954731,726,1559,1,0
n03954731,726,1645,4,0
n03956157,727,180,2,0
n03956157,727,346,3,0
n03956157,727,715,4,0
n03956157,727,1014,1,0
n03956157,727,1749,5,0
n03958227,728,567,2,0
n03958227,728,675,5,0
n03958227,728,1031,4,0
n03958227,728,1179,1,0
n03958227,728,1433,3,0
n03961711,729,715,5,0
n03961711,729,997,4,0
n03961711,729,1270,1,1
n03961711,729,1347,3,0
n03961711,729,1926,2,1
n03967562,730,63,3,1
n03967562,730,242,4,0
n03967562,730,503,2,0
n03967562,730,1208,1,0
n03967562,730,1812,5,1
n03970156,731,507,1,0
n03970156,731,953,3,0
n03970156,731,1177,4,0
n03970156,731,1386,5,0
n03970156,731,1699,2,0
n03976467,732,597,1,0
n03976467,732,1151,4,0
n03976467,732,1369,2,0
n03976467,732,1701,3,0
n03976467,732,1894,5,0
n03976657,733,212,3,1
n03976657,733,213,1,0
n03976657,733,858,5,0
n03976657,733,1177,2,0
n03976657,733,1434,4,0
n03977966,734,420,5,0
n03977966,734,691,1,0
n03977966,734,1026,3,1
n03977966,734,1135,2,0
n03977966,734,1995,4,0
n03980874,735,1,2,0
n03980874,735,16,4,0
n03980874,735,52,3,0
n03980874,735,425,5,0
n03980874,735,627,1,0
n03982430,736,399,3,0
n03982430,736,400,5,0
n03982430,736,670,1,0
n03982430,736,789,2,0
n03982430,736,1230,4,0
n03983396,737,738,3,0
n03983396,737,1357,2,0
n03983396,737,1741,1,0
n03983396,737,1966,4,0
n03983396,737,2021,5,0
n03991062,738,288,3,0
n03991062,738,783,5,0
n03991062,738,1392,1,1
n03991062,738,1829,4,1
n03991062,738,1933,2,1
n03992509,739,189,4,1
n03992509,739,190,1,1
n03992509,739,432,3,1
n03992509,739,447,2,0
n03992509,739,673,5,1
n03995372,740,566,3,0
n03995372,740,785,2,0
n03995372,740,1595,5,0
n03995372,740,1678,1,0
n03995372,740,1734,4,0
n03998194,741,475,4,0
n03998194,741,1496,1,0
n03998194,741,1600,3,0
n03998194,741,2017,2,0
n03998194,741,2043,5,0
n04004767,742,489,2,0
n04004767,742,1369,5,0
n04004767,742,1411,1,0
n04004767,742,1916,4,0
n04004767,742,1939,3,0
n04005630,743,209,2,0
n04005630,743,360,4,0
n04005630,743,798,1,0
n04005630,743,1295,5,0
n04005630,743,1706,3,0
n04008634,744,961,4,1
n04008634,744,1318,5,0
n04008634,744,1481,1,0
n04008634,744,1606,3,0
n04008634,744,1939,2,0
n04009552,745,774,2,0
n04009552,745,1145,1,0
n04009552,745,1330,3,0
n04009552,745,1403,4,0
n04009552,745,1675,5,0
n04019541,746,210,2,1
n04019541,746,708,4,1
n04019541,746,811,5,1
n04019541,746,851,3,1
n04019541,746,871,1,1
n04023962,747,384,3,0
n04023962,747,574,2,0
n04023962,747,1019,1,0
n04023962,747,1660,5,1
n04023962,747,1713,4,0
n04026417,748,486,2,0
n04026417,748,801,3,1
n04026417,748,1093,5,0
n04026417,748,1443,1,0
n04026417,748,1980,4,0
n04033901,749,692,4,0
n04033901,749,1011,5,0
n04033901,749,1396,3,0
n04033901,749,1557,2,0
n04033901,749,1947,1,0
n04033995,750,531,2,0
n04033995,750,1131,3,1
n04033995,750,1389,5,0
n04033995,750,1562,1,0
n04033995,750,1612,4,0
n04037443,751,524,4,0
n04037443,751,836,2,0
n04037443,751,864,3,0
n04037443,751,1415,1,0
n04037443,751,1485,5,1
n04039381,752,352,1,0
n04039381,752,485,2,1
n04039381,752,863,4,1
n04039381,752,1213,3,0
n04039381,752,1230,5,1
n04040759,753,596,1,0
n04040759,753,1238,3,0
n04040759,753,1454,2,0
n04040759,753,1706,4,0
n04040759,753,2031,5,0
n04041544,754,118,2,1
n04041544,754,773,3,0
n04041544,754,891,5,0
n04041544,754,1151,1,0
n04041544,754,1678,4,0
n04044716,755,351,3,0
n04044716,755,1112,1,0
n04044716,755,1298,5,0
n04044716,755,1546,2,0
n04044716,755,1925,4,0
n04049303,756,288,1,0
n04049303,756,1209,5,0
n04049303,756,1636,4,0
n04049303,756,1829,2,1
n04049303,756,1902,3,0
n04065272,757,194,3,0
n04065272,757,392,1,0
n04065272,757,691,5,0
n04065272,757,1135,2,0
n04065272,757,1210,4,0
n04067472,758,566,3,0
n04067472,758,785,4,0
n04067472,758,1039,2,0
n04067472,758,1966,5,0
n04067472,758,1975,1,0
n04069434,759,785,2,0
n04069434,759,818,4,0
n04069434,759,1106,5,0
n04069434,759,1683,3,0
n04069434,759,1701,1,0
n04070727,760,283,1,0
n04070727,760,592,2,0
n04070727,760,669,3,0
n04070727,760,673,5,0
n04070727,760,1331,4,0
n04074963,761,672,4,0
n04074963,761,1463,3,0
n04074963,761,1469,1,0
n04074963,761,1831,5,0
n04074963,761,1952,2,0
n04081281,762,391,5,0
n04081281,762,654,1,0
n04081281,762,1107,3,0
n04081281,762,1418,2,0
n04081281,762,1990,4,0
n04086273,763,522,1,0
n04086273,763,566,5,0
n04086273,763,833,2,0
n04086273,763,1483,3,0
n04086273,763,1884,4,0
n04090263,764,400,4,0
n04090263,764,515,5,0
n04090263,764,522,1,0
n04090263,764,1259,2,0
n04090263,764,1928,3,0
n04099969,765,176,3,0
n04099969,765,616,2,0
n04099969,765,1394,1,0
n04099969,765,1523,5,0
n04099969,765,1633,4,0
n04111531,766,74,3,0
n04111531,766,753,1,1
n04111531,766,934,2,0
n04111531,766,1043,5,0
n04111531,766,1098,4,1
n04116512,767,102,4,0
n04116512,767,507,3,1
n04116512,767,1052,5,1
n04116512,767,1318,1,1
n04116512,767,1966,2,0
n04118538,768,32,3,1
n04118538,768,230,4,1
n04118538,768,537,5,1
n04118538,768,1698,2,1
n04118538,768,2002,1,0
n04118776,769,638,1,0
n04118776,769,892,3,0
n04118776,769,1052,5,0
n04118776,769,1594,4,0
n04118776,769,1831,2,0
n04120489,770,448,2,0
n04120489,770,648,4,0
n04120489,770,827,3,0
n04120489,770,1286,1,0
n04120489,770,1570,5,0
n04125021,771,388,1,1
n04125021,771,441,2,0
n04125021,771,669,3,0
n04125021,771,1043,4,0
n04125021,771,1369,5,0
n04127249,772,576,3,0
n04127249,772,1116,1,0
n04127249,772,1260,5,0
n04127249,772,1628,4,0
n04127249,772,1639,2,0
n04131690,773,57,1,0
n04131690,773,1020,3,0
n04131690,773,1167,2,0
n04131690,773,1357,5,0
n04131690,773,1622,4,0
n04133789,774,648,2,0
n04133789,774,827,1,0
n04133789,774,1311,3,0
n04133789,774,1781,4,1
n04133789,774,2014,5,0
n04136333,775,167,3,0
n04136333,775,491,5,1
n04136333,775,967,4,0
n04136333,775,1150,2,0
n04136333,775,1340,1,1
n04141076,776,202,5,1
n04141076,776,640,1,0
n04141076,776,1104,3,0
n04141076,776,1361,4,0
n04141076,776,1784,2,0
n04141327,777,12,3,0
n04141327,777,515,5,0
n04141327,777,1379,2,0
n04141327,777,1733,1,0
n04141327,777,1966,4,0
n04141975,778,388,5,0
n04141975,778,621,3,0
n04141975,778,891,4,0
n04141975,778,1446,2,0
n04141975,778,1649,1,0
n04146614,779,359,3,0
n04146614,779,392,4,0
n04146614,779,1001,2,0
n04146614,779,1538,1,0
n04146614,779,1877,5,0
n04147183,780,89,1,0
n04147183,780,305,4,0
n04147183,780,1329,2,0
n04147183,780,1536,3,1
n04147183,780,1796,5,0
n04149813,781,658,3,0
n04149813,781,1134,4,0
n04149813,781,1505,1,0
n04149813,781,1878,5,0
n04149813,781,1983,2,0
n04152593,782,253,1,1
n04152593,782,441,3,1
n04152593,782,1151,4,0
n04152593,782,1595,5,0
n04152593,782,1832,2,0
n04153751,783,768,3,0
n04153751,783,916,1,0
n04153751,783,1039,2,0
n04153751,783,1062,4,0
n04153751,783,1594,5,0
n04154565,784,275,2,0
n04154565,784,368,5,0
n04154565,784,620,3,0
n04154565,784,750,4,0
n04154565,784,1062,1,0
n04162706,785,50,4,1
n04162706,785,108,2,1
n04162706,785,116,1,1
n04162706,785,1010,5,1
n04162706,785,1493,3,1
n04179913,786,197,4,0
n04179913,786,812,3,1
n04179913,786,888,5,0
n04179913,786,1717,1,0
n04179913,786,1834,2,0
n04192698,787,498,2,0
n04192698,787,628,1,0
n04192698,787,1077,4,0
n04192698,787,1119,3,0
n04192698,787,1496,5,0
n04200800,788,827,5,0
n04200800,788,1056,2,0
n04200800,788,1332,3,0
n04200800,788,1644,4,0
n04200800,788,1990,1,0
n04201297,789,95,4,0
n04201297,789,393,1,0
n04201297,789,464,5,0
n04201297,789,798,2,0
n04201297,789,1679,3,0
n04204238,790,46,4,0
n04204238,790,388,3,0
n04204238,790,921,1,0
n04204238,790,1258,2,0
n04204238,790,1981,5,0
n04204347,791,11,5,0
n04204347,791,13,4,0
n04204347,791,386,3,0
n04204347,791,921,1,0
n04204347,791,1080,2,0
n04208210,792,417,2,1
n04208210,792,507,1,0
n04208210,792,851,3,0
n04208210,792,953,5,0
n04208210,792,1177,4,0
n04209133,793,108,4,1
n04209133,793,1343,2,0
n04209133,793,1591,5,1
n04209133,793,1609,1,1
n04209133,793,1922,3,1
n04209239,794,246,2,0
n04209239,794,624,5,1
n04209239,794,1150,3,0
n04209239,794,1220,1,0
n04209239,794,1934,4,1
n04228054,795,101,5,1
n04228054,795,389,3,1
n04228054,795,417,1,1
n04228054,795,1620,2,1
n04228054,795,1959,4,1
n04229816,796,1047,2,0
n04229816,796,1142,4,0
n04229816,796,1409,1,0
n04229816,796,1624,5,0
n04229816,796,1863,3,0
n04235860,797,84,2,0
n04235860,797,118,5,1
n04235860,797,1049,4,1
n04235860,797,1668,1,0
n04235860,797,1908,3,0
n04238763,798,638,2,0
n04238763,798,892,1,0
n04238763,798,1188,4,0
n04238763,798,1519,3,0
n04238763,798,2024,5,0
n04239074,799,360,1,0
n04239074,799,669,3,0
n04239074,799,779,5,0
n04239074,799,1567,4,0
n04239074,799,1782,2,0
n04243546,800,836,4,0
n04243546,800,882,5,0
n04243546,800,946,2,0
n04243546,800,1685,1,0
n04243546,800,1760,3,0
n04251144,801,435,5,1
n04251144,801,491,2,1
n04251144,801,847,4,1
n04251144,801,1409,3,1
n04251144,801,2034,1,1
n04252077,802,0,5,1
n04252077,802,417,1,1
n04252077,802,1464,2,0
n04252077,802,1620,4,1
n04252077,802,1959,3,1
n04252225,803,417,1,0
n04252225,803,1067,3,0
n04252225,803,1208,2,0
n04252225,803,1211,5,0
n04252225,803,1623,4,1
n04254120,804,75,5,0
n04254120,804,654,3,0
n04254120,804,1682,2,0
n04254120,804,1934,4,1
n04254120,804,2021,1,0
n04254680,805,290,2,0
n04254680,805,1700,4,0
n04254680,805,1856,5,1
n04254680,805,1995,3,0
n04254680,805,2002,1,0
n04254777,806,627,1,0
n04254777,806,827,3,0
n04254777,806,1142,2,0
n04254777,806,1513,5,0
n04254777,806,1816,4,0
n04258138,807,351,3,0
n04258138,807,397,5,0
n04258138,807,1356,4,1
n04258138,807,1484,2,0
n04258138,807,1847,1,0
n04259630,808,108,4,1
n04259630,808,351,5,0
n04259630,808,894,3,0
n04259630,808,1298,1,0
n04259630,808,1705,2,0
n04263257,809,43,5,0
n04263257,809,98,1,0
n04263257,809,840,3,1
n04263257,809,895,2,1
n04263257,809,1296,4,1
n04264628,810,325,1,1
n04264628,810,387,3,1
n04264628,810,510,5,1
n04264628,810,1469,4,1
n04264628,810,1832,2,1
n04265275,811,489,5,0
n04265275,811,596,1,0
n04265275,811,1330,4,0
n04265275,811,1595,3,0
n04265275,811,1913,2,0
n04266014,812,446,4,0
n04266014,812,961,5,0
n04266014,812,979,3,0
n04266014,812,1481,2,0
n04266014,812,1606,1,0
n04270147,813,107,3,0
n04270147,813,507,2,0
n04270147,813,750,1,0
n04270147,813,895,4,0
n04270147,813,2025,5,1
n04273569,814,76,5,1
n04273569,814,435,3,1
n04273569,814,1346,4,0
n04273569,814,1798,1,0
n04273569,814,1901,2,1
n04275548,815,268,2,0
n04275548,815,328,1,0
n04275548,815,509,4,1
n04275548,815,1080,5,0
n04275548,815,2047,3,0
n04277352,816,78,2,0
n04277352,816,507,3,0
n04277352,816,1218,1,0
n04277352,816,1513,4,0
n04277352,816,1680,5,0
n04285008,817,524,5,0
n04285008,817,691,2,0
n04285008,817,864,3,0
n04285008,817,1415,1,0
n04285008,817,1432,4,0
n04286575,818,785,5,1
n04286575,818,1039,1,0
n04286575,818,1595,3,0
n04286575,818,1743,4,0
n04286575,818,1986,2,0
n04296562,819,512,5,1
n04296562,819,587,3,0
n04296562,819,863,1,0
n04296562,819,1746,4,1
n04296562,819,1986,2,0
n04310018,820,56,1,0
n04310018,820,330,2,0
n04310018,820,579,4,0
n04310018,820,1739,3,0
n04310018,820,1939,5,0
n04311004,821,279,4,0
n04311004,821,831,3,0
n04311004,821,1256,1,0
n04311004,821,1486,5,0
n04311004,821,1569,2,0
n04311174,822,628,5,0
n04311174,822,650,3,0
n04311174,822,1078,2,0
n04311174,822,1165,1,0
n04311174,822,1714,4,0
n04317175,823,275,3,0
n04317175,823,486,2,1
n04317175,823,742,4,0
n04317175,823,1213,1,0
n04317175,823,1455,5,0
n04325704,824,425,3,1
n04325704,824,627,1,0
n04325704,824,1150,5,0
n04325704,824,1228,4,0
n04325704,824,1513,2,0
n04326547,825,478,2,0
n04326547,825,533,4,0
n04326547,825,632,3,0
n04326547,825,720,1,0
n04326547,825,1307,5,0
n04328186,826,418,3,0
n04328186,826,621,4,0
n04328186,826,970,2,0
n04328186,826,1446,1,0
